objectid,filename,youtubeid,title,format,description,creator,date,date-is-approximate?,subject,location,findingaid,language
psychiana001,Mi pana miguel video original.mp4,mD9u0S03_-Y,El Pana Miguel,video/mp4, video de un gatito en el que está parado en dos patas, este era uno de los principales iconos del grupo llamado Los Panafrescos, el video original no tenía este proposito, la comunidad le dio este sentido ,Newsflare,2018,yes,Shitposting,Mexico,https://meme.fandom.com/es/wiki/Mi_pana_Miguel,esp
psychiana002,me_electrocutaste_pedrito.mp4,OclVsJmPfYM&t,Me electrocutaste Pedrito,video/mp4,video de una chica en Tik Tok, el cual recibió una donación y se mueve de manera erratica, esto lo hace imitando una tendencia en ese momento: los directos npc, estos hacen referencia a un estilo de directos en el que la persona simula ser una especie de personaje IA en videojuegos, estos personajes estan diseñados para solo responden a los estimulos del jugador. En este caso, en el directo interactuan por medio de donaciones.,maryshinys,2023,yes,Post-ironico/Normie,Perú,,esp
psychiana003,skibidi-toilet-top-2023-1400x825.jpg,PLW8fnbhC7olnxP0sPD4IMYUOnwwSWjYtq,Skibidi Toilet,image/jpeg,Seríe de videos que narran una batalla campal entre los Skibidi Toilet (cabezas de personas en cuerpos de retretes) y los  Camaraman (personas con cabeza de camara y cuerpo humano) ,DaFuq!?Boom!,2023,yes,Shitposting,,https://knowyourmeme.com/memes/subcultures/skibidi-toilet,esp
psychiana004,Tilin y su terrible baile de.mp4,4qKSDAmrbmQ,Eso Tilín,video/mp4,video de un niño d 6 a7 años llamado Luis Ángel reconocido como Tilín al cual le pagan 5 soles peruanos para realizar una danza, al final se termina cayendo por tratar de hacer una acrobacia. El nombre de este meme se refiere a la manera en la que el narrador del video, anima a Tilín a bailar diciendole: Eso Tilín, wow tilín, a la mierda tilín. Según los medios locales, el baile que Tilín hace, es un baile tradicional de los Andes llamado La Danza de la Tijera,TonyZan,2019,yes,Post-ironico/Normie,Perú,https://meme.fandom.com/es/wiki/Eso_tilin,esp
psychiana005,La Caida de Edgar (el original).mp4,b89CnP0Iq30,La caida de Edgar,video/mp4,video de un niño que está cruzando una quebrada con sus amigos, pero estos les juegan una broma y hacen que se caiga a un río. Este se considera uno de los grandes clasicos de la comedia latinoamericana en redes sociales.,kalosmail,2006,yes,Tradicional,Mexico,https://meme.fandom.com/es/wiki/La_caída_de_Edgar,esp
psychiana006,kisspng-world-s-biggest-pac-man-emoticon-clip-art-pacman-5ac0c5242fede4.7928239015225828201963.jpg,,:v,image/jpeg,Emoticono creado por Facebook en conmemoración al 30 aniversario de Pac-man, este emoticono lo utilizó el grupo de facebook llamado: Seguidores De La Grasa, como uno de sus simbolos para comunicar el sentido de la ironia, o el absurdo en un mensaje, sin necesidad de escribirlo :v,Facebook,2012,yes,Momo,,https://meme.fandom.com/es/wiki/V-_Emoticon_Pacman,esp
psychiana007,Perro Salchicha Original Maria Elena Walsh.mp4,E2vbPS93YZA,Perro salchicha gordo bachicha,video/mp4,Canción infantil tradicional argentina que fue re descubierta por Tik Tok en 2023, la re interpretación surge cuando diferentes grupos de artistas animaron la canción del perro salchicha gordo bachicha, dandole un nuevo sentido tanto humoristico, como memetico al reconocer el personaje de la canción y asociarlo con otros perros de internet,María Elena Walsh,1966,yes,Normie,Argentina,https://meme.fandom.com/es/wiki/Perro_salchicha_gordo_bachicha,esp
